name	length	MII_SRR17972798_Rep1_R1	MII_SRR17972799_Rep2_R1	MII_SRR17972800_Rep3_R1	MII_SRR17972801_Rep4_R1	MII_SRR17972802_Rep5_R1	MII_SRR17972803_Rep6_R1	MII_SRR17972804_Rep7_R1	MII_SRR17972805_Rep8_R1	MII_SRR17972806_Rep9_R1	MII_SRR17972807_Rep10_R1	MII_SRR17972808_Rep11_R1	MII_SRR17972809_Rep12_R1	MII_SRR17972810_Rep13_R1	MII_SRR17972811_Rep14_R1	MII_SRR17972812_Rep15_R1	MII_SRR17972813_Rep16_R1	MII_SRR17972826_Rep17_R1	MII_SRR17972827_Rep18_R1	MII_SRR17972828_Rep19_R1	MII_SRR17972856_Rep20_R1	MII_SRR17972857_Rep21_R1	MII_SRR17972858_Rep22_R1	MII_SRR17972859_Rep23_R1
DNASE2B	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
DND1	1068	1342	7863	5997	8128	7675	7362	9381	6233	3885	5221	6126	4230	1171	3688	3473	3563	149	205	192	1589	1409	2277	1704
DNER	3253	0	0	1	5	0	23	0	15	0	16	8	18	79	65	23	31	4	11	3	14	7	42	1
DNHD1	14442	0	0	51	0	0	34	0	6	0	0	0	7	0	3	0	3	0	2	3	6	3	0	0
DNLZ	709	756	291	469	272	408	167	521	108	522	119	319	141	404	182	204	184	25	51	60	470	489	1317	1416
DNM1	4825	0	154	234	259	281	300	321	213	95	321	317	243	242	426	181	417	3	9	7	87	202	218	55
DNM1L	3062	6	302	442	24	117	145	80	58	134	131	193	288	177	330	96	169	1289	1410	1322	29	58	406	138
DNM2	4181	2	138	103	134	270	165	133	132	1463	187	241	156	480	1299	356	1182	13	43	23	37	159	264	925
DNM3	14226	20	265	195	161	49	59	69	81	10	177	147	162	154	184	102	130	775	680	475	45	23	78	33
DNMBP	6429	0	986	578	913	244	928	405	399	265	1042	363	535	299	826	134	264	805	1033	1107	25	101	711	298
DNMT1	6867	2006	1552	1480	990	684	1193	396	624	626	987	523	613	511	538	215	292	6824	6305	5305	114	221	1541	419
DNMT3A	12083	0	284	229	45	458	73	190	132	0	333	406	200	243	524	176	299	23	46	59	48	51	423	29
DNMT3B	4404	13	495	169	159	297	352	580	145	1160	404	417	188	394	606	151	451	61	122	136	96	243	62	190
DNMT3L	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNPEP	1962	4973	5527	10129	10502	9639	9023	14841	9642	6458	6850	7271	5288	5282	4062	6187	4647	89	154	120	3628	3125	2403	1672
DNPH1	580	2031	806	743	1062	1001	879	920	633	1744	714	524	912	815	788	424	674	83	134	110	649	1363	1779	2835
DNTT	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
DNTTIP1	1313	1	193	164	79	183	307	479	107	1124	178	451	280	622	514	325	464	114	167	143	246	388	86	168
DNTTIP2	2513	506	617	335	450	625	485	271	344	202	839	368	1058	368	688	199	218	7938	7001	5523	110	73	334	580
DOC2A	2632	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	2	0	0	0	0	0	0	0
DOC2B	1322	0	104	79	35	58	46	143	93	274	30	48	54	105	72	84	90	4	7	7	123	56	47	68
DOC2G	1906	0	4	8	39	0	24	0	1	16	5	0	12	2	12	41	8	0	2	0	1	5	0	6
DOCK10	7905	0	0	21	0	0	2	0	5	115	6	0	5	33	13	3	2	91	106	77	3	17	47	11
DOCK11	11325	3	11	74	0	55	81	26	65	63	16	19	26	46	30	2	10	403	533	394	10	16	64	33
DOCK1	6918	0	326	175	348	299	231	264	588	346	442	397	590	398	539	226	466	171	163	124	167	147	79	101
DOCK2	6090	0	480	808	169	219	368	338	560	119	557	463	771	535	639	733	616	315	331	285	318	316	574	280
DOCK3	9454	0	82	89	0	71	175	60	30	74	45	170	127	35	184	80	87	49	49	36	42	25	27	18
DOCK4	8395	233	159	431	408	376	276	561	328	522	626	563	573	901	751	627	679	522	624	394	366	372	387	142
DOCK5	10387	172	687	100	203	112	411	137	181	399	722	173	595	277	814	87	244	366	493	376	122	169	134	153
DOCK6	7610	1627	1620	2870	1903	2993	3018	4890	2569	3293	3138	3051	1612	1630	3296	1069	1559	28	81	68	362	726	1192	1310
DOCK7	8213	0	83	151	0	22	12	6	9	17	2	20	15	9	32	5	16	1207	1175	888	4	8	165	1
DOCK8	8334	0	10	12	0	30	15	24	49	0	9	13	50	36	22	11	38	33	15	44	29	47	39	4
DOCK9	9135	0	0	18	96	2	25	2	10	0	4	58	66	69	44	15	43	344	361	350	6	4	9	21
DOHH	1875	903	1269	1601	2468	2274	2112	1752	646	1985	1497	1450	1590	839	893	879	961	12	21	15	183	305	467	742
DOK1	1941	0	285	51	219	1	161	177	106	0	44	24	32	140	65	50	60	16	10	33	2	16	0	1
DOK2	1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOK3	1744	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	3	0	1	0	0	7	0	0
DOK4	2963	289	1910	1686	1940	1629	2438	2679	1479	2734	1973	2078	1370	1520	2237	1650	1901	62	72	72	544	743	1101	1354
DOK5	1759	0	3	0	9	0	0	12	15	0	2	3	21	0	4	0	4	3	5	4	8	12	27	0
DOK6	8679	0	0	0	0	0	3	0	0	4	0	0	0	0	3	0	1	4	6	1	0	8	13	1
DOK7	3335	192	0	3	0	0	0	1	2	0	0	1	4	7	0	0	3	0	0	2	2	4	10	10
DOLK	2103	1	695	1215	854	1749	1242	1969	1022	45	977	1035	434	949	1300	501	864	33	40	43	183	291	722	509
DOLPP1	2211	0	79	67	39	47	106	25	112	18	38	34	95	26	57	9	37	0	2	0	7	10	0	37
DONSON	2312	119	183	202	126	253	78	226	72	209	81	170	191	127	251	218	259	321	431	453	114	105	240	243
DOPEY1	7891	1741	1055	305	1	192	394	124	320	19	592	206	674	200	546	38	91	610	839	480	32	37	2	17
DOPEY2	7342	487	264	220	334	540	553	271	583	624	612	364	457	644	757	389	690	88	128	174	305	506	433	470
DOT1L	9117	0	24	9	0	128	36	22	33	723	163	155	87	244	956	32	366	21	54	28	43	72	98	203
DPAGT1	2336	806	384	735	541	1116	747	561	928	1563	832	1113	663	971	692	804	638	52	70	85	304	354	417	356
DPCD	883	2758	659	1893	1056	1541	1300	2225	1605	1869	974	1867	1320	2438	957	1990	1250	359	620	757	2239	1725	1132	661
DPEP1	1840	1	102	65	0	111	41	59	0	0	0	41	42	0	40	27	18	0	2	0	22	32	12	0
DPEP2	2487	0	0	10	0	0	7	0	0	0	0	16	0	0	25	0	6	0	0	0	2	0	0	0
DPEP2NB	3595	0	11	12	4	2	12	32	8	87	43	17	81	51	54	16	30	4	13	19	1	2	7	6
DPEP3	2262	0	0	0	0	0	1	0	0	0	17	1	0	0	13	15	13	0	0	0	1	40	0	0
DPF1	3280	0	311	53	291	312	356	502	140	1554	745	762	826	908	2065	777	1521	32	38	20	197	266	152	563
DPF2	3148	855	7973	2925	8092	4880	7095	3580	7773	3964	7643	4482	5867	3159	6146	2780	3737	386	456	455	893	1174	2435	4488
DPF3	19084	0	63	78	25	105	54	63	52	193	23	127	95	124	97	121	116	22	29	23	117	105	215	156
DPH1	2200	0	133	70	99	5	73	345	212	7	69	125	177	57	145	118	127	4	3	0	32	104	9	79
DPH2	2463	4	1813	1868	2011	2230	2772	3528	2833	2788	2794	2263	2879	2084	2662	1279	1864	37	81	65	513	521	1698	1708
DPH3	3655	39	241	379	468	379	304	293	171	153	421	495	646	488	705	347	407	629	690	641	267	233	655	376
DPH5	4629	44	125	261	175	197	153	85	177	109	88	149	312	138	296	298	189	1491	1409	1378	73	111	208	17
DPH6	1836	0	5	111	125	96	132	137	80	236	64	113	167	220	245	185	158	820	851	887	63	52	100	55
DPH7	1645	5	304	248	159	458	279	222	224	8	153	232	40	132	91	217	134	17	37	14	175	239	1	77
DPM1	1030	362	130	302	155	174	86	211	128	203	117	78	103	125	98	83	92	3054	3445	4827	100	89	386	244
DPM2	840	3221	4879	4172	7887	6512	7835	5516	8695	6927	6774	6064	5658	4786	4422	3396	3635	246	427	407	3306	3835	2846	2745
DPM3	409	2558	528	480	479	898	403	909	581	689	363	486	378	577	265	279	212	73	96	138	652	448	1836	1046
DPP10	2995	67	0	30	33	0	7	24	4	33	10	13	19	26	23	27	15	187	183	208	46	25	46	8
DPP3	2792	10938	8806	8465	13109	9772	11148	11667	10266	14608	11015	10163	8962	8524	5972	6397	5333	831	959	1040	7779	7812	9501	7881
DPP4	3643	1476	579	536	396	567	485	729	471	349	340	642	571	667	602	575	555	1224	1298	1202	716	444	734	455
DPP6	5086	0	103	175	189	364	198	195	256	446	203	337	273	614	332	388	363	478	340	236	435	321	353	217
DPP7	1838	0	0	122	88	45	0	0	19	0	29	0	0	9	1	0	3	1	6	1	6	12	0	0
DPP8	8993	264	730	1109	1060	945	725	605	624	509	838	599	1275	700	1030	403	466	4703	4628	3805	262	241	762	160
DPP9	4453	398	780	311	903	542	1851	1626	596	4309	1870	1721	1087	812	3419	741	1786	13	21	26	276	498	1490	1231
DPPA2	1192	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
DPPA3	1674	4119	4961	6756	6326	3946	3221	2868	2387	1085	3034	1988	2615	2398	1944	2474	1726	78865	67233	67303	2711	2501	4064	3010
DPPA4	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DPRX	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPT	1666	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	6	0	0	5	0	0	0
DPY19L1	4966	0	96	81	78	122	41	56	24	31	26	4	14	62	63	4	13	179	263	295	14	8	121	161
DPY19L2	2467	0	0	10	15	0	18	33	25	58	23	0	28	37	23	20	24	46	55	41	22	33	7	7
DPY19L3	6608	0	28	16	38	16	19	23	11	51	35	18	43	23	38	24	45	118	146	127	26	36	120	11
DPY19L4	7849	0	0	1	0	6	0	0	0	0	0	0	10	0	7	0	3	19	43	32	2	2	14	4
DPY30	1053	1169	457	830	732	567	396	382	228	437	201	96	246	223	129	174	191	4487	3846	5075	475	449	559	306
DPYD	4421	0	0	0	4	0	0	4	2	0	5	0	0	1	10	19	5	16	32	19	4	2	0	0
DPYS	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPYSL2	5205	0	6	0	1	7	0	0	0	0	2	0	2	0	2	0	6	5	3	7	11	1	1	0
DPYSL3	4631	101	145	100	134	58	118	153	66	14	200	158	194	180	270	125	254	38	63	24	201	242	224	602
DPYSL4	2440	0	0	0	0	0	25	0	0	0	11	0	0	18	5	0	29	0	0	0	0	9	0	2
DPYSL5	4999	0	0	42	1	32	29	2	9	0	0	46	15	33	16	53	4	1	1	2	34	4	47	1
DQX1	3312	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	1	0	0	0	0	0
DR1	4219	1	168	57	157	146	136	40	62	0	84	10	150	21	96	45	74	240	366	443	36	36	190	4
DRAM1	3460	0	0	0	0	0	10	0	0	0	0	0	10	6	4	0	9	4	4	3	0	2	0	6
DRAM2	3974	0	2	20	15	0	0	50	56	0	11	21	30	50	15	7	15	68	94	70	1	22	0	0
DRAP1	983	8	443	333	279	372	355	313	95	726	223	259	312	383	571	356	797	587	742	691	653	2221	501	1764
DRAXIN	2063	8	2	1	0	0	0	26	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0
DRC1	2410	299	74	251	108	371	212	564	258	298	253	872	346	915	340	1156	772	59	81	80	1217	807	173	53
DRC3	2051	137	18	0	0	62	15	11	8	0	15	19	7	34	9	37	17	0	0	4	69	21	5	23
DRC7	2919	13232	8658	7647	11299	11207	8456	10442	9372	10928	9170	9490	9018	11937	8095	8655	8712	981	1379	1353	18696	22269	49309	45181
DRD1	2897	0	0	0	0	0	0	0	34	0	0	0	75	1	56	0	5	5	0	5	0	0	0	0
DRD2	2699	0	139	79	64	281	188	242	66	697	157	318	195	243	308	178	511	12	16	12	95	203	323	367
DRD3	1946	0	15	18	29	0	55	17	32	0	86	60	35	46	28	66	30	12	9	7	22	49	56	14
DRD4	4074	105	0	0	0	12	8	10	0	0	1	0	11	2	0	17	7	2	0	2	5	28	11	0
DRD5	1987	0	109	25	47	0	19	108	0	171	54	112	28	80	91	86	106	28	30	21	102	164	117	293
DRG1	1510	840	890	1919	1220	804	1298	2180	2229	1198	2719	2974	2739	3888	2242	3520	2732	764	1303	1121	1975	1859	1157	622
DRG2	1836	1500	1528	2184	3085	2547	3051	3001	3091	2355	2377	3017	2544	1439	2143	3211	2790	43	64	56	2198	1928	1137	769
DRGX	2806	0	2	13	43	3	59	26	12	0	10	25	62	8	25	0	2	1	1	2	4	2	0	0
DROSHA	4666	39	592	1164	806	364	510	203	194	231	631	417	433	314	378	203	229	2830	2959	2184	126	107	618	297
DRP2	4955	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DSB	3616	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	2	0	0	3	0	7	0	0
DSC1	5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	1	0	0	0	0
DSC2	8978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	0	0	0	0
DSC3	6632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAM	6679	292	31	29	10	21	11	12	6	0	60	71	35	56	58	75	72	13	19	24	14	39	1	17
DSCAML1	6906	4	571	1065	1109	1025	790	1138	788	781	750	1027	983	1277	791	977	1028	344	332	367	1416	1380	528	770
DSCC1	1549	680	599	815	740	414	381	338	222	60	212	167	281	229	304	253	232	3601	3464	3779	126	128	88	251
DSE	5068	0	59	178	4	4	18	136	95	19	73	4	87	70	247	45	110	279	283	246	27	40	270	242
DSEL	14677	0	0	21	0	0	0	0	0	0	8	0	0	15	1	0	1	1	22	19	2	6	0	0
DSG1	7299	0	0	14	0	0	0	1	2	0	0	1	0	0	1	0	0	1	3	0	0	1	0	7
DSG2	5126	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	21	27	13	3	0	1	0
DSG3	5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DSG4	5806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSN1	2299	14	96	203	300	354	154	222	284	484	469	414	457	616	932	582	876	358	444	426	220	204	198	542
DSP	9514	0	0	95	9	19	75	31	4	0	138	70	66	4	46	7	26	82	73	39	40	21	10	29
DSPP	4226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DST	32034	99	43	16	26	62	82	59	29	199	145	112	62	51	89	51	86	208	339	209	57	26	21	43
DSTN	735	2025	3802	5102	3401	3733	3603	4826	4424	6461	3747	4863	4290	7432	5129	5634	6878	13165	12753	17236	10969	13486	5778	6717
DSTYK	5516	1	138	135	113	201	108	25	82	49	168	139	76	203	173	95	128	58	88	70	30	42	80	293
DTD1	1434	1	266	483	214	344	427	683	1171	1413	869	1343	1260	1842	1624	3044	2833	563	629	564	1985	2562	434	374
DTD2	3332	0	46	12	15	7	45	30	81	9	20	26	42	44	32	22	34	90	77	63	29	13	12	50
DTHD1	2597	0	111	86	107	15	111	72	78	109	102	69	46	59	72	24	77	528	411	306	55	68	71	40
DTL	4548	1	891	606	622	526	296	211	616	440	860	390	1045	767	1298	277	561	759	1091	765	120	117	281	302
DTNA	9846	0	21	0	17	0	0	0	0	0	0	14	0	4	3	3	7	4	18	12	10	8	2	28
DTNB	3284	167	1326	1526	1760	984	1548	1758	1695	2150	1454	1583	1628	1880	1569	1981	1737	3253	2517	2858	2334	2424	1629	1980
DTNBP1	1343	2057	847	1023	905	1159	957	1177	852	2049	1480	2626	2532	2855	3163	3005	3166	780	866	808	950	1227	1008	901
DTWD1	3421	47	301	202	234	66	52	61	7	0	52	63	37	19	55	58	30	2037	1809	2211	39	20	2	70
DTWD2	1564	0	93	191	59	96	40	70	43	70	94	63	82	78	62	37	77	292	394	271	68	112	61	34
DTX1	3884	635	141	195	195	332	326	375	328	351	189	300	207	96	176	221	237	4	1	11	193	114	10	151
DTX2	2905	8273	11517	11176	12959	15670	15705	18803	3825	13999	11593	10787	9512	8696	13169	10256	15633	82	162	145	4482	5842	1833	4264
DTX3	2186	0	160	68	186	112	115	48	28	0	74	75	71	55	52	19	42	8	5	11	35	45	0	134
DTX3L	2610	398	3	0	2	0	0	0	5	28	16	11	0	0	7	8	7	30	46	28	0	7	7	5
DTX4	5856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	5	0	0
DTYMK	807	5019	573	1220	584	1479	871	1412	781	1456	547	882	354	827	439	604	531	38	66	55	864	889	1058	764
DUOX1	5469	0	67	23	58	101	36	1	55	0	34	0	127	122	37	19	73	8	6	7	21	43	0	0
DUOX2	6124	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	10	0	0	3	5	0	13	0
DUOXA1	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUOXA2	1682	0	1	3	0	70	2	0	0	0	0	0	0	1	0	0	3	0	2	0	10	9	72	0
DUPD1	2102	857	178	133	120	106	135	111	130	88	135	154	76	178	87	99	94	16	41	29	119	140	167	232
DUS1L	2380	0	39	203	429	196	509	294	212	860	260	233	232	409	744	223	490	17	43	22	145	282	748	248
DUS2	3381	0	13	90	28	1	0	16	19	0	6	7	0	53	7	37	14	5	11	6	3	15	75	1
DUS3L	2122	1	168	261	187	72	379	904	202	658	204	495	231	332	404	280	501	15	7	18	124	205	741	167
DUS4L	3331	0	0	0	1	2	6	28	0	0	13	14	6	1	4	4	10	99	85	99	8	5	1	7
DUSP10	2578	1495	953	2132	728	766	1201	856	2282	275	2824	1567	3182	2393	5850	2172	4248	2269	2256	1667	869	1178	984	537
DUSP11	1415	163	95	283	45	41	83	54	46	0	38	2	35	21	28	41	35	1149	1165	1083	30	27	120	151
DUSP1	2024	6	0	409	267	259	238	242	295	0	198	183	238	160	273	148	120	82	156	82	23	106	2	18
DUSP12	1416	245	730	991	1125	693	847	550	579	256	651	352	683	690	525	375	430	1866	1741	1685	129	397	4	308
DUSP13	1971	733	1707	3205	2707	3558	2425	3819	3096	2675	2444	2780	2622	2098	1557	1923	1965	84	193	180	2477	2932	2016	1095
DUSP14	1712	3	226	136	161	226	173	462	254	763	225	417	182	543	249	414	371	26	40	48	475	388	616	367
DUSP15	2867	0	0	11	0	64	19	1	0	0	0	25	0	2	5	10	17	0	4	3	6	5	0	35
DUSP16	5837	6	134	64	4	21	66	98	3	213	152	93	107	181	126	150	116	70	109	115	43	74	72	118
DUSP18	3083	0	36	23	0	15	30	83	0	57	68	107	84	187	47	56	66	7	10	11	52	27	78	15
DUSP19	3583	0	67	196	188	134	66	114	96	24	52	133	69	87	69	34	38	864	897	790	26	44	33	73
DUSP2	1192	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DUSP21	891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DUSP22	7143	1811	500	507	347	725	670	1061	335	1186	517	463	371	173	780	305	546	44	54	29	118	152	409	307
DUSP23	705	1168	565	886	686	1018	580	1055	399	952	421	727	307	997	321	433	316	33	35	50	1048	914	1281	806
DUSP26	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0
DUSP27	5220	0	0	4	0	0	0	0	0	0	1	6	0	0	0	4	0	1	1	1	0	0	0	0
DUSP28	3741	0	524	122	426	236	387	333	465	365	685	211	492	312	1191	525	1186	78	82	69	241	530	395	596
DUSP3	5123	0	56	121	283	222	49	196	22	0	157	119	58	73	150	90	88	27	52	44	96	78	111	170
DUSP4	2171	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DUSP5	2409	2643	824	1382	727	801	1124	1356	586	2630	1431	1501	2421	1522	2361	1178	2208	199	209	193	573	492	855	1118
DUSP6	2931	0	6	505	65	239	558	105	452	746	810	833	1529	779	1463	347	626	96	91	139	105	92	791	29
DUSP7	3115	2	198	288	106	383	264	476	63	1287	285	188	197	235	722	227	614	117	166	230	219	457	922	716
DUSP8	8887	0	11	33	113	157	48	60	13	3	31	24	17	46	54	25	38	0	5	5	18	41	13	48
DUSP9	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUT	887	592	1918	1938	1649	1222	1338	1717	1485	1391	1138	887	1637	1193	1225	702	1169	1805	2342	3056	1099	2049	738	1197
DUXA	847	0	0	90	6	0	8	46	45	0	27	50	9	55	27	43	46	31	22	33	47	30	2	0
DVL1	3303	0	2	0	0	0	16	0	0	0	3	0	0	8	14	0	9	0	2	1	8	17	0	19
DVL2	3074	128	1196	794	970	406	896	757	75	384	577	304	292	136	1221	208	745	41	72	90	191	305	376	1373
DVL3	4957	107	218	242	338	430	544	936	127	4026	583	839	416	549	2221	867	2626	33	62	31	418	1219	841	1626
DXO	2974	0	44	230	149	261	221	197	92	229	118	90	77	98	125	159	132	0	4	7	125	131	6	44
DYDC1	1969	0	5	3	38	0	18	29	17	14	22	19	57	54	36	20	49	37	30	32	33	17	0	0
DYDC2	1788	0	0	0	0	0	0	0	0	0	0	0	7	0	5	2	5	0	0	2	0	0	0	0
DYM	4734	125	290	490	342	281	119	365	303	137	573	350	952	756	1569	580	933	227	245	246	190	213	243	121
DYNAP	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC1H1	14776	244	63	12	212	108	108	94	82	487	148	135	120	106	193	103	131	209	295	258	102	70	112	127
DYNC1I1	3023	1644	2160	1514	2171	1598	2041	1637	2529	1078	2534	1820	2370	1873	2103	1703	2115	2797	2992	3186	1655	1778	1194	1039
DYNC1I2	2918	4329	2956	3287	2849	2113	1872	1570	981	685	1708	1603	3013	2175	3411	1495	2095	34564	28849	26727	580	908	1981	1926
DYNC1LI1	2517	2069	1117	1841	1315	2121	1062	982	864	1571	2180	2538	4670	3283	6352	3715	4694	4819	4550	4161	520	642	1455	1182
DYNC1LI2	1963	142	44	292	72	157	70	54	5	160	118	239	332	221	550	164	213	322	459	353	43	67	137	27
DYNC2H1	13197	0	3	35	85	91	2	1	0	0	22	42	49	13	22	10	10	411	353	327	10	3	1	1
DYNC2LI1	1435	2	618	539	394	194	132	79	90	132	100	94	128	69	142	79	133	4983	3722	5232	56	64	184	54
DYNLL1	658	4728	4778	10491	6063	8311	6439	14196	11126	9649	8221	12113	7787	21350	8826	15658	9787	9793	11138	13040	38302	25347	27177	17477
DYNLL2	2512	1500	1013	1108	1273	1512	1507	1369	1259	1649	1389	1129	1426	1413	1800	638	1444	397	682	703	859	1610	2213	2117
DYNLRB1	1105	1245	686	837	712	1266	782	1215	590	916	726	779	662	1176	507	1009	688	128	281	264	2614	1845	3374	1959
DYNLRB2	556	0	27	38	0	0	6	0	0	0	1	0	10	4	8	11	10	70	58	77	25	55	0	15
DYNLT1	732	1786	3452	3026	2831	4195	3024	5140	4421	6246	4083	5443	4282	9536	4970	7044	7391	2858	3780	3681	29056	36497	29932	30525
DYNLT3	2256	369	72	103	89	65	51	135	38	6	69	39	56	91	83	42	47	1353	1351	1493	72	89	151	224
DYRK1A	5203	41	132	46	47	103	82	39	26	81	90	105	103	74	113	15	34	320	424	454	13	9	44	91
DYRK1B	2809	768	1646	805	2056	2085	2618	2485	1486	2794	2255	1508	994	1950	2793	1484	3461	34	79	64	1159	2156	1099	1369
DYRK2	6159	0	0	64	1	17	10	66	2	0	44	37	34	2	70	7	55	20	18	23	22	4	5	27
DYRK3	2221	0	54	201	121	43	113	157	42	1	169	164	254	215	468	222	386	117	128	99	81	88	4	50
DYRK4	2468	0	0	0	0	0	0	0	0	1	0	6	0	0	19	0	14	9	6	9	0	0	0	0
DYSF	7010	281	555	703	1105	887	1094	1354	2156	1186	1883	1584	1364	1098	1554	691	994	20	18	20	295	503	666	218
DYTN	1758	0	0	15	0	0	4	50	22	0	7	11	27	0	16	7	10	44	16	17	3	10	22	2
DZANK1	3276	0	49	10	68	64	0	50	25	1	113	18	56	74	67	47	48	15	13	7	34	25	8	23
DZIP1	5416	516	321	227	327	67	140	188	100	0	261	153	335	154	329	167	200	1015	802	689	229	140	256	297
DZIP1L	5727	0	7	73	9	40	7	121	0	125	50	66	127	129	132	51	43	18	25	27	1	47	3	30
DZIP3	5771	0	72	151	138	55	113	63	90	123	110	71	72	22	46	19	12	1905	1558	1282	9	26	186	39
E2F1	2207	427	530	199	511	445	755	671	75	676	386	311	209	177	796	346	781	16	18	23	325	539	454	463
E2F2	6388	0	70	86	205	161	146	71	223	189	148	42	132	158	118	121	158	1	18	29	102	77	38	125
E2F3	5086	0	26	166	5	151	102	6	68	11	76	58	69	119	166	7	36	52	81	68	2	8	11	142
E2F4	2097	1	832	652	542	968	643	641	650	1384	899	1186	361	1155	2132	955	1839	133	235	249	640	1169	929	1187
E2F5	1757	0	178	101	53	106	99	46	1	3	84	32	54	44	68	71	54	255	366	320	13	33	141	92
E2F6	3251	0	3	0	23	0	0	10	1	0	40	20	19	22	62	5	15	25	32	25	23	1	1	7
E2F7	5356	284	290	268	404	553	212	372	275	385	209	336	302	564	217	412	279	142	185	129	986	818	1654	1212
E2F8	3880	0	0	125	0	4	20	5	4	0	7	10	3	17	58	16	14	92	89	95	16	8	12	13
E4F1	2967	0	0	3	0	0	16	6	4	374	0	38	0	16	149	68	65	11	11	10	20	11	142	3
EAF1	1588	284	143	229	192	306	262	397	186	440	274	254	161	235	449	137	251	33	84	38	235	264	308	443
EAF2	1215	0	62	34	13	16	16	38	14	0	10	1	46	26	35	2	56	26	48	71	37	34	2	64
EAPP	6862	142	344	321	253	289	135	171	204	442	344	446	835	1064	1417	866	1230	2505	2827	3085	304	365	196	127
EARS2	9947	100	74	236	55	209	471	315	330	0	270	89	187	274	223	154	192	10	11	21	96	100	384	203
EBAG9	2892	2	1	12	0	0	13	14	13	0	3	12	19	24	25	19	46	100	138	146	7	12	29	52
EBD	779	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0
EBF1	4645	13	560	1003	938	633	690	713	1056	491	1507	1109	1395	708	1467	828	1126	754	607	629	646	840	686	670
EBF2	2650	0	6	0	90	0	55	1	16	0	2	83	19	35	66	50	57	50	32	20	48	23	57	0
EBF3	5025	950	1029	1910	1001	2178	1660	3174	718	2807	1285	2259	1768	1671	1902	2177	2405	165	230	208	1455	1226	1348	860
EBF4	3354	0	199	82	112	315	115	229	55	0	86	99	149	83	217	59	136	0	12	4	32	50	70	53
EBI3	1221	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5
EBNA1BP2	1224	3314	1235	2246	921	1678	1161	1841	2302	3418	3217	5799	8285	9211	7995	11744	10508	1337	1561	1387	3332	2806	1143	977
EBP	1128	1	889	1213	701	645	1107	1263	1065	1090	1094	1220	874	1805	767	1567	1137	656	673	492	1520	1506	449	437
EBPL	1078	799	759	496	673	661	637	717	815	576	461	516	738	549	484	315	414	554	711	708	324	723	248	357
ECD	2191	5	20	416	86	103	11	181	85	379	206	451	592	862	714	648	583	198	321	168	61	42	13	72
ECE1	5195	0	159	88	119	42	86	38	4	332	66	119	35	12	355	169	402	18	42	26	84	119	12	297
ECE2	4100	0	0	21	26	0	30	25	79	0	30	23	30	6	16	0	11	7	6	8	5	13	0	18
